date,air_temperature_mean,dewpoint_mean,rltv_hum_mean,air_temperature_min,rltv_hum_min,air_temperature_max,prcp_count,day,holiday,mean_consumption,median_consumption,std_consumption
2011-11-23,5.925,5.208333333333333,95.25,2.4,82.3,10.6,0,2,0,7.063833333333334,6.246,5.373298713137588
2011-11-24,9.670833333333333,8.041666666666666,90.1125,6.1,74.5,13.6,2,3,0,8.426043478260869,7.489,6.219455730924758
2011-11-25,10.541666666666666,6.891666666666667,78.77916666666667,6.1,59.8,13.0,2,4,0,9.350266666666666,8.7385,6.377867003367479
2011-11-26,9.416666666666666,6.333333333333333,81.74583333333334,4.3,66.9,12.9,0,5,0,10.25525641025641,9.477,6.689566663323561
2011-11-27,9.904166666666669,5.004166666666666,73.425,0.5,46.8,13.9,0,6,0,10.946153846153846,9.803,7.351755130717038
2011-11-28,4.883333333333334,3.0541666666666667,88.0625,-1.9,69.0,12.9,0,0,0,9.132528301886792,7.069,6.714606190421953
2011-11-29,11.516666666666666,8.333333333333334,81.075,5.6,68.8,13.3,6,1,0,9.22267213114754,8.298,6.0752725747391
2011-11-30,8.395833333333334,4.7125,77.96249999999999,3.6,63.7,12.9,0,2,0,8.80418918918919,7.746,5.902065637184574
2011-12-01,9.745833333333334,6.4750000000000005,81.11666666666666,6.0,55.0,11.9,10,3,0,9.292693181818182,7.428,6.311552410011406
2011-12-02,4.608333333333333,2.8833333333333333,88.825,-0.2,74.4,8.0,2,4,0,10.292747368421052,8.075,7.715937254976376
2011-12-03,10.0875,6.3375,78.21666666666667,7.1,57.8,12.0,5,5,0,10.9034,9.155,7.272553365486304
2011-12-04,7.645833333333333,4.566666666666666,80.89166666666667,4.2,72.2,9.2,2,6,0,12.271161904761904,9.954,8.353178831949833
2011-12-05,4.316666666666666,0.1875,75.08333333333333,2.0,54.8,7.6,2,0,0,10.70595041322314,8.861,7.828366565309393
2011-12-06,4.479166666666667,1.6458333333333333,82.01666666666667,1.4,67.1,7.2,0,1,0,11.8729126984127,10.158,8.792930791511864
2011-12-07,7.445833333333333,1.2583333333333333,66.04166666666667,4.1,43.4,9.4,0,2,0,11.0036301369863,8.8475,8.13845971363954
2011-12-08,8.7125,5.629166666666666,81.0625,1.9,64.5,13.0,2,3,0,11.617745341614906,9.287,8.539085872679449
2011-12-09,5.0375000000000005,-0.0333333333333333,70.1375,0.3,55.8,8.4,0,4,0,11.876988764044944,9.252,8.868037018689359
2011-12-10,0.5041666666666667,-1.6541666666666668,85.21666666666667,-3.6,61.7,6.4,0,5,0,12.761082051282052,11.047,8.95028990853599
2011-12-11,5.283333333333333,3.8083333333333336,90.33333333333331,-0.8,75.6,8.9,4,6,0,13.938261538461536,11.068,9.73203341973256
2011-12-12,6.2375,3.858333333333333,85.24583333333334,1.9,65.7,9.5,5,0,0,12.052914285714284,9.8195,8.589052475287358
2011-12-13,7.779166666666666,3.170833333333333,73.1125,4.0,53.4,12.0,6,1,0,12.056871559633027,9.7975,8.536170913448919
2011-12-14,4.441666666666666,0.9791666666666666,78.49166666666666,1.8,66.5,6.3,0,2,0,12.572884444444444,9.443,9.737896749893547
2011-12-15,5.645833333333333,1.8333333333333333,76.7625,2.3,66.2,8.0,3,3,0,12.739814049586776,9.797,9.798041404465447
2011-12-16,3.520833333333333,1.225,85.10000000000001,1.7,71.5,4.9,11,4,0,13.485115537848609,10.541,11.21486031614294
2011-12-17,2.15,0.1041666666666666,86.04166666666667,-2.2,70.0,6.1,3,5,0,13.534672862453531,10.981,10.20362307675963
2011-12-18,1.275,-1.0041666666666669,84.14999999999999,-3.0,74.7,5.2,0,6,0,14.800397769516728,11.88,10.64951940763418
2011-12-19,2.020833333333333,1.4958333333333331,95.5375,-3.3,92.3,6.0,7,0,0,13.758528428093646,11.061,10.218474159548329
2011-12-20,5.854166666666667,3.1791666666666667,83.6875,3.4,64.2,8.0,1,1,0,12.697503144654087,9.911,9.748650366752118
2011-12-21,9.579166666666667,8.441666666666666,92.78333333333336,5.5,83.2,12.6,5,2,0,12.155216617210682,9.472,9.429544739993156
2011-12-22,9.966666666666669,7.720833333333334,86.34166666666665,7.7,71.6,13.1,0,3,0,11.839697740112994,9.116,9.361192524190086
2011-12-23,9.491666666666667,6.716666666666666,82.89999999999999,5.2,74.9,11.5,5,4,0,12.24518956043956,9.9165,9.775544160897324
2011-12-24,5.704166666666667,2.4166666666666665,79.44166666666666,2.4,71.9,8.1,1,5,0,12.9893489010989,10.415,10.32598848164725
2011-12-25,10.75,7.520833333333333,80.55833333333334,8.5,73.6,12.0,1,6,0,12.89168131868132,9.814,11.240833820899212
2011-12-26,11.583333333333334,8.554166666666667,81.75416666666666,10.0,70.9,12.9,0,0,1,10.982368131868132,8.682500000000001,9.12786421128721
